rank,ad_rank,molecule_chembl_id,pref_name,smiles,PS,in_ad,max_train_sim,p_ABL1,p_c-KIT,p_PDGFRB
771,,CHEMBL1200516,GONADORELIN HYDROCHLORIDE,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O.Cl,0.1759,False,0.231,0.0077,0.7182,0.9848
772,,CHEMBL1615371,LEVOMEFOLATE CALCIUM,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2],0.1759,False,0.271,0.018,0.3565,0.8499
773,,CHEMBL3989567,OXACILLIN SODIUM,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],0.1757,False,0.25,0.0816,0.6305,0.1054
774,198.0,CHEMBL316561,PROGLUMIDE,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0.1756,True,0.316,0.0102,0.5776,0.9203
775,199.0,CHEMBL85231,MEDIFOXAMINE,CN(C)CC(Oc1ccccc1)Oc1ccccc1,0.1752,True,0.308,0.0452,0.1192,0.9996
776,,CHEMBL1200933,HEXAFLUORENIUM BROMIDE,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21.[Br-].[Br-],0.1749,False,0.18,0.1415,0.0419,0.9017
777,,CHEMBL72,DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc21,0.1745,False,0.209,0.0572,0.098,0.9479
778,,CHEMBL1010,CEFOTAXIME SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],0.1744,False,0.183,0.0525,0.6655,0.1519
779,,CHEMBL1200985,CEFTIBUTEN DIHYDRATE,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1.O.O,0.174,False,0.171,0.0541,0.4608,0.2114
780,200.0,CHEMBL1201266,LODOXAMIDE,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,0.1736,True,0.312,0.1049,0.6282,0.0793
781,,CHEMBL1200724,PSEUDOEPHEDRINE HYDROCHLORIDE,CN[C@@H](C)[C@@H](O)c1ccccc1.Cl,0.1735,False,0.25,0.0582,0.1897,0.4725
782,,CHEMBL810,TEMOZOLOMIDE,Cn1nnc2c(C(N)=O)ncn2c1=O,0.1726,False,0.235,0.0181,0.5621,0.5047
783,,CHEMBL1477,CERIVASTATIN,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0.172,False,0.233,0.0193,0.2714,0.9697
784,,CHEMBL1200938,METHYSERGIDE MALEATE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,0.1716,False,0.237,0.0338,0.1616,0.9259
785,,CHEMBL2134724,IPRATROPIUM BROMIDE,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-],0.1713,False,0.254,0.0625,0.1059,0.7602
786,,CHEMBL857,BIOTIN,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,0.1709,False,0.37,0.0685,0.0826,0.8809
787,,CHEMBL1909286,PHENOXYPROPAZINE,CC(COc1ccccc1)NN,0.1708,False,0.263,0.0327,0.1559,0.9774
788,201.0,CHEMBL83,TAMOXIFEN,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.1708,True,0.42,0.0098,0.5229,0.9734
789,,CHEMBL3187723,BINIMETINIB,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,0.1699,False,0.261,0.98,0.7247,0.0069
790,,CHEMBL1201787,LAPYRIUM CHLORIDE,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1.[Cl-],0.1692,False,0.247,0.0072,0.6799,0.9923
791,,CHEMBL1007,GONADORELIN,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.1691,False,0.233,0.0069,0.7109,0.9839
792,,CHEMBL1201309,NAFARELIN,CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.1684,False,0.207,0.0071,0.6855,0.9817
793,,CHEMBL1200563,CERIVASTATIN SODIUM,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],0.1683,False,0.228,0.018,0.2856,0.9282
794,,CHEMBL819,OXACILLIN,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.1682,False,0.262,0.0765,0.5664,0.1097
795,,CHEMBL2107067,TESTOSTERONE UNDECANOATE,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.167,False,0.2,0.0128,0.3655,0.992
796,,CHEMBL92401,IPRONIAZID,CC(C)NNC(=O)c1ccncc1,0.1665,False,0.315,0.0565,0.2523,0.3233
797,,CHEMBL2103855,TELOTRISTAT,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,0.1662,False,0.226,0.0544,0.2773,0.3043
798,202.0,CHEMBL2338329,ROXADUSTAT,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,0.1659,True,0.328,0.2448,0.8214,0.0227
799,,CHEMBL1808388,BEXAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.1653,False,0.274,0.0573,0.0807,0.9767
800,,CHEMBL1200322,ESCITALOPRAM OXALATE,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,0.1652,False,0.23,0.0182,0.3133,0.7902
801,,CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,0.1648,False,0.235,0.1026,0.0698,0.6243
802,,CHEMBL2106198,BUSERELIN ACETATE,CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0.1647,False,0.208,0.0059,0.7637,0.9883
803,,CHEMBL4297101,CEFTOBIPROLE MEDOCARIL SODIUM,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1.[Na+],0.164,False,0.186,0.0524,0.5554,0.1515
804,203.0,CHEMBL1200497,CYCLIZINE LACTATE,CC(O)C(=O)O.CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.1638,True,0.322,0.0133,0.3737,0.8854
805,,CHEMBL1200805,DILTIAZEM MALATE,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.O=C(O)CC(O)C(=O)O,0.1638,False,0.235,0.009,0.5373,0.9103
806,,CHEMBL65794,CEFPIROME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,0.1637,False,0.175,0.0644,0.4236,0.1607
807,,CHEMBL2106439,PIPOTIAZINE PALMITATE,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.1633,False,0.265,0.0302,0.1664,0.8649
808,,CHEMBL515408,MARIBAVIR,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.1631,False,0.284,0.6738,0.0075,0.8618
809,,CHEMBL2103844,PIXANTRONE DIMALEATE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,0.1629,False,0.239,0.0698,0.23,0.2692
810,,CHEMBL1199324,FOSAPREPITANT,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.1628,False,0.221,0.0785,0.0666,0.8256
811,,CHEMBL32479,BROTIZOLAM,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,0.1628,False,0.25,0.0596,0.0903,0.8016
812,,CHEMBL1730,CEFOTAXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,0.1628,False,0.176,0.0472,0.6473,0.1414
813,204.0,CHEMBL162036,BENORILATE,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,0.1624,True,0.323,0.0192,0.7444,0.2994
814,,CHEMBL221326,DIQUAFOSOL,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.1623,False,0.253,0.1156,0.0774,0.4778
815,,CHEMBL1536,ERGOCALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,0.1623,False,0.159,0.0086,0.5053,0.9873
816,,CHEMBL1605,CEFTIBUTEN,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,0.1623,False,0.173,0.0467,0.4335,0.2113
817,,CHEMBL2107386,VORAPAXAR SULFATE,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1.O=S(=O)(O)O,0.1622,False,0.26,0.0232,0.3665,0.501
818,,CHEMBL1089641,TRYPAN BLUE FREE ACID,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,0.1616,False,0.212,0.132,0.2915,0.1097
819,,CHEMBL334966,CANGRELOR,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,0.1615,False,0.242,0.0254,0.1821,0.9095
820,205.0,CHEMBL1653,PHENIRAMINE MALEATE,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.1614,True,0.31,0.0312,0.3356,0.4011
821,,CHEMBL5314375,CIDOFOVIR,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O,0.1608,False,0.189,0.0199,0.586,0.3575
822,,CHEMBL3989859,TOCOPHEROL ACETATE,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0.1605,False,0.158,0.0246,0.1733,0.9723
823,,CHEMBL609,TRIENTINE,NCCNCCNCCN,0.1604,False,0.137,0.2647,0.0374,0.4175
824,,CHEMBL1200498,ALATROFLOXACIN MESYLATE,CS(=O)(=O)O.C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,0.1602,False,0.267,0.0498,0.2869,0.2878
825,,CHEMBL1474889,CLOBUTINOL,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,0.1601,False,0.208,0.1515,0.1656,0.1634
826,,CHEMBL995,LOSARTAN POTASSIUM,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],0.1592,False,0.235,0.2168,0.0468,0.3974
827,,CHEMBL715,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.1584,False,0.264,0.0563,0.077,0.916
828,,CHEMBL2111186,TALAPORFIN,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)O)C(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,0.1583,False,0.188,0.2932,0.0135,0.9997
829,,CHEMBL2359670,THIETHYLPERAZINE MALATE,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,0.1582,False,0.268,0.0181,0.2469,0.8883
830,,CHEMBL2105395,OSPEMIFENE,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,0.1582,False,0.298,0.0056,0.7212,0.9835
831,,CHEMBL1004,DOXYLAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0.1582,False,0.298,0.0518,0.0822,0.9315
832,,CHEMBL94454,MIZOLASTINE,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.1578,False,0.293,0.0786,0.0559,0.8942
833,,CHEMBL3989845,IMIPRAMINE PAMOATE,CN(C)CCCN1c2ccccc2CCc2ccccc21.CN(C)CCCN1c2ccccc2CCc2ccccc21.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,0.1572,False,0.25,0.0973,0.0409,0.9766
834,206.0,CHEMBL1077896,ROPIVACAINE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0.157,True,0.306,0.2972,0.0706,0.1844
835,,CHEMBL3989725,LODOXAMIDE TROMETHAMINE,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1.NC(CO)(CO)CO.NC(CO)(CO)CO,0.1567,False,0.263,0.2165,0.3483,0.051
836,,CHEMBL1652606,CEFTOBIPROLE MEDOCARIL FREE ACID,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,0.1566,False,0.189,0.0481,0.5318,0.1503
837,,CHEMBL1185568,DITHIAZANINE,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,0.1561,False,0.164,0.0756,0.2169,0.2318
838,,CHEMBL1633,KETOTIFEN FUMARATE,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,0.1561,False,0.244,0.0329,0.2786,0.4154
839,207.0,CHEMBL806,FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.1561,True,0.353,0.04,0.3413,0.2789
840,208.0,CHEMBL2107011,OXYPERTINE,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,0.1559,True,0.333,0.0908,0.0439,0.95
841,,CHEMBL4802135,NIRMATRELVIR,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,0.1557,False,0.175,0.0092,0.5381,0.7613
842,,CHEMBL1193,PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1,0.1554,False,0.283,0.0966,0.0691,0.5619
843,,CHEMBL1640,TRYPAN BLUE,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+],0.1553,False,0.222,0.1284,0.2814,0.1036
844,,CHEMBL1200470,ESOMEPRAZOLE SODIUM,COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Na+],0.1553,False,0.297,0.7501,0.0053,0.9346
845,,CHEMBL1241951,LETERMOVIR,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,0.1553,False,0.296,0.0212,0.6973,0.2537
846,,CHEMBL37744,ZIMELDINE,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,0.1548,False,0.299,0.3562,0.0901,0.1155
847,,CHEMBL1201349,HEXAFLUORENIUM,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,0.1547,False,0.182,0.1891,0.0247,0.7909
848,,CHEMBL215303,GARENOXACIN,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,0.1544,False,0.239,0.1136,0.0401,0.8089
849,,CHEMBL3989515,PENICILLIN G BENZATHINE,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O.O.c1ccc(CNCCNCc2ccccc2)cc1,0.1542,False,0.246,0.0111,0.4344,0.7616
850,,CHEMBL1201334,TRIPTORELIN,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.1539,False,0.225,0.0052,0.718,0.985
851,210.0,CHEMBL1196,PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,0.1538,True,0.329,0.0054,0.7894,0.8565
852,209.0,CHEMBL1272,REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0.1538,True,0.302,0.0101,0.3689,0.9735
853,,CHEMBL1200870,TIMOLOL MALEATE,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,0.1535,False,0.263,0.0153,0.2551,0.9276
854,,CHEMBL92,DOCETAXEL ANHYDROUS,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,0.1532,False,0.237,0.0141,0.7533,0.3396
855,,CHEMBL3989932,ANGIOTENSIN II ACETATE,CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.153,False,0.345,0.0043,0.848,0.9905
856,,CHEMBL4535757,SOTORASIB,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,0.1524,False,0.252,0.1177,0.6426,0.0468
857,,CHEMBL1534525,MIBEFRADIL DIHYDROCHLORIDE,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,0.152,False,0.25,0.0348,0.13,0.7765
858,211.0,CHEMBL1623992,PIPERIDOLATE,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,0.1518,True,0.31,0.0629,0.0976,0.5692
859,212.0,CHEMBL716,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0.1518,True,0.329,0.0438,0.082,0.9736
860,,CHEMBL1601669,ALFACALCIDOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.1515,False,0.143,0.0183,0.2138,0.8911
861,213.0,CHEMBL473417,VISMODEGIB,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0.1515,True,0.338,0.2852,0.1778,0.0686
862,,CHEMBL3544908,AZATADINE MALEATE,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,0.1513,False,0.25,0.0333,0.2523,0.412
863,214.0,CHEMBL752,ADENOSINE PHOSPHATE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.1512,True,0.476,0.0517,0.4276,0.1563
864,,CHEMBL644,TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0.1506,False,0.226,0.0605,0.0585,0.9663
865,,CHEMBL702,PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,0.1505,False,0.232,0.0245,0.3387,0.4112
866,,CHEMBL2146140,ESOMEPRAZOLE STRONTIUM,COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.O.O.O.O.[Sr+2],0.1505,False,0.292,0.6398,0.0057,0.928
867,,CHEMBL3707248,VALBENAZINE TOSYLATE,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1,0.1497,False,0.253,0.0349,0.0963,0.9991
868,,CHEMBL484785,CRISABOROLE,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,0.1496,False,0.231,0.1303,0.0261,0.9859
869,,CHEMBL1194,PRILOCAINE,CCCNC(C)C(=O)Nc1ccccc1C,0.149,False,0.322,0.0056,0.6827,0.8642
870,,CHEMBL1446813,BETAHISTINE HYDROCHLORIDE,CNCCc1ccccn1.Cl.Cl,0.1489,False,0.293,0.0549,0.2129,0.2828
871,,CHEMBL3989694,OLANZAPINE PAMOATE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,0.1487,False,0.245,0.0934,0.0358,0.9855
872,215.0,CHEMBL1887891,DEXFENFLURAMINE HYDROCHLORIDE,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1.Cl,0.1486,True,0.323,0.0987,0.1523,0.2182
873,,CHEMBL1113,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,0.1486,False,0.266,0.0399,0.4801,0.1714
874,216.0,CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl,0.1485,True,0.323,0.1079,0.1709,0.1777
875,,CHEMBL191,LOSARTAN,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.1483,False,0.238,0.1843,0.0454,0.39
876,,CHEMBL1200670,SARALASIN ACETATE,CC(=O)O.CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C.O,0.1482,False,0.274,0.0041,0.7915,0.9964
877,,CHEMBL1697,DILTIAZEM HYDROCHLORIDE,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,0.1481,False,0.268,0.0119,0.4889,0.5604
878,,CHEMBL119423,TISOPURINE,Sc1ncnc2[nH]ncc12,0.1474,False,0.255,0.1477,0.3106,0.0698
879,,CHEMBL1200820,PIPERACILLIN SODIUM,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],0.1471,False,0.238,0.0232,0.3565,0.3851
880,,CHEMBL4297610,OLUTASIDENIB,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,0.147,False,0.259,0.081,0.5868,0.0668
881,,CHEMBL1567328,OMEPRAZOLE MAGNESIUM,COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Mg+2],0.1468,False,0.297,0.8511,0.0038,0.9743
882,,CHEMBL1908360,EVEROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0.1466,False,0.148,0.0079,0.4051,0.9845
883,,CHEMBL1139,EPOPROSTENOL,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,0.1457,False,0.192,0.0115,0.285,0.9415
