rank,ad_rank,molecule_chembl_id,pref_name,smiles,PS,in_ad,max_train_sim,p_ABL1,p_c-KIT,p_PDGFRB
2967,,CHEMBL223448,BROXYQUINOLINE,Oc1c(Br)cc(Br)c2cccnc12,0.0033,False,0.327,0.0057,0.0023,0.0028
2968,,CHEMBL71595,HYDROGEN PEROXIDE,OO,0.0033,False,0.074,0.0009,0.0474,0.0009
2969,,CHEMBL4303288,ABACAVIR SULFATE,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O,0.0033,False,0.232,0.0041,0.0037,0.0023
2970,,CHEMBL1237102,LEVOCABASTINE HYDROCHLORIDE,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl,0.0033,False,0.278,1e-04,0.0152,0.0176
2971,,CHEMBL1641,HYDROCORTISONE PHOSPHORIC ACID,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,0.0033,False,0.165,1e-04,0.0075,0.0593
2972,,CHEMBL460,MOLINDONE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,0.0033,False,0.275,1e-04,0.0005,0.9489
2973,,CHEMBL1271,PENTOLINIUM,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0.0032,False,0.1,0.0,0.0019,0.8981
2974,,CHEMBL1615438,LEVOCABASTINE,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,0.0032,False,0.281,1e-04,0.0141,0.0195
2975,,CHEMBL2364637,TENOFOVIR ALAFENAMIDE FUMARATE,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O,0.0032,False,0.276,0.0059,0.01,0.0006
2976,,CHEMBL1237066,CALCIUM GLUCEPTATE,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],0.0031,False,0.135,0.0002,0.0359,0.0035
2977,,CHEMBL205596,CHOLIC ACID,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.0031,False,0.179,0.0,0.0016,0.7841
2978,,CHEMBL1201056,SULFACYTINE,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,0.0031,False,0.264,0.0012,0.0388,0.0006
2979,,CHEMBL1738,DEXRAZOXANE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0.0031,False,0.173,0.0004,0.0003,0.2384
2980,,CHEMBL360055,GALLAMINE,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0.003,False,0.239,0.0009,0.0017,0.0167
2981,,CHEMBL169901,DEBRISOQUIN,N=C(N)N1CCc2ccccc2C1,0.003,False,0.259,0.0013,0.0014,0.0144
2982,,CHEMBL1720,PALONOSETRON HYDROCHLORIDE,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,0.003,False,0.2,0.0,0.011,0.0737
2983,,CHEMBL1570,SULFOXONE,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,0.003,False,0.22,0.0002,0.0978,0.0014
2984,,CHEMBL406393,DEOXYCHOLIC ACID,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.003,False,0.181,0.0,0.0019,0.8194
2985,525.0,CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,0.003,True,0.326,0.0012,0.0259,0.0009
2986,,CHEMBL1200577,CYSTEAMINE BITARTRATE,NCCS.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.003,False,0.179,0.0003,0.2144,0.0004
2987,,CHEMBL1200907,TRILOSTANE,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,0.003,False,0.14,0.0,0.0561,0.4936
2988,,CHEMBL1200459,"POTASSIUM PHOSPHATE, DIBASIC",O=P([O-])([O-])O.[K+].[K+],0.003,False,0.103,0.0015,0.0443,0.0004
2989,,CHEMBL461522,METAMIZOLE,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,0.003,False,0.283,0.0032,0.0067,0.0013
2990,,CHEMBL1523964,EPHEDRINE SULFATE,CN[C@@H](C)[C@H](O)c1ccccc1.CN[C@@H](C)[C@H](O)c1ccccc1.O=S(=O)(O)O,0.003,False,0.25,0.0011,0.0508,0.0005
2991,,CHEMBL1164729,FEBUXOSTAT,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,0.003,False,0.268,0.0079,0.0196,0.0002
2992,,CHEMBL2068884,SODIUM GLUCONATE,O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+],0.003,False,0.114,0.0007,0.0004,0.0884
2993,,CHEMBL1167,SPECTINOMYCIN,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,0.003,False,0.184,0.0,0.0076,0.5607
2994,,CHEMBL125,MILTEFOSINE,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0.0029,False,0.176,0.0022,0.0043,0.0027
2995,,CHEMBL256105,MONENSIN,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,0.0029,False,0.13,0.0,0.022,0.4817
2996,,CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,0.0029,False,0.12,0.0003,1e-04,0.8019
2997,,CHEMBL190,THEOPHYLLINE ANHYDROUS,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.0029,False,0.256,0.2009,0.0089,0.0
2998,,CHEMBL1683544,ERIBULIN MESYLATE,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C.CS(=O)(=O)O,0.0029,False,0.127,0.0,0.0507,0.1041
2999,,CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,0.0029,False,0.246,0.0018,0.0059,0.0023
3000,,CHEMBL3989803,DIPYRONE,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],0.0029,False,0.254,0.0029,0.0081,0.0011
3001,,CHEMBL49,BUSPIRONE,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.0029,False,0.257,0.0,0.0037,0.373
3002,,CHEMBL3989806,IODIPAMIDE MEGLUMINE,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0.0029,False,0.236,0.002,0.0004,0.0325
3003,,CHEMBL1200627,PROPIOLACTONE,O=C1CCO1,0.0029,False,0.188,0.0003,1e-04,0.8263
3004,,CHEMBL521,IBUPROFEN,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.0028,False,0.32,0.0003,0.0528,0.0014
3005,,CHEMBL2106119,CALCIUM GLUCONATE,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],0.0028,False,0.137,0.0002,0.0436,0.0023
3006,,CHEMBL529,AZITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0.0027,False,0.162,0.0,0.0012,0.5889
3007,,CHEMBL741,LAMOTRIGINE,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,0.0027,False,0.348,0.0074,0.0051,0.0005
3008,,CHEMBL1387,NORETHYNODREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0.0027,False,0.155,0.0,0.0033,0.2208
3009,,CHEMBL254328,ABIRATERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0.0027,False,0.275,0.0,0.0017,0.628
3010,,CHEMBL717,MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0027,False,0.194,0.0,0.0154,0.0758
3011,,CHEMBL204656,ELVITEGRAVIR,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,0.0027,False,0.256,0.0042,0.0005,0.0091
3012,,CHEMBL238804,SELEXIPAG,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,0.0027,False,0.241,0.0024,0.0069,0.0012
3013,,CHEMBL1200592,DESOXYCORTICOSTERONE PIVALATE,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0026,False,0.18,0.0,0.0042,0.1434
3014,,CHEMBL48449,CANTHARIDIN,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,0.0026,False,0.148,0.0,0.0959,0.1905
3015,,CHEMBL28318,PROPYPHENAZONE,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,0.0026,False,0.288,0.0055,0.0176,0.0002
3016,,CHEMBL1189679,PALONOSETRON,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,0.0026,False,0.203,0.0,0.0082,0.0766
3017,,CHEMBL3989520,HISTAMINE PHOSPHATE,NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O,0.0026,False,0.169,0.0014,0.0527,0.0002
3018,,CHEMBL1201039,BENZTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,0.0026,False,0.254,0.0058,0.0011,0.0027
3019,,CHEMBL1549,HYDROCORTISONE CYPIONATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,0.0025,False,0.186,0.0,0.0097,0.182
3020,,CHEMBL1234579,NITROUS OXIDE,[N-]=[N+]=O,0.0025,False,0.053,0.001,0.0239,0.0007
3021,,CHEMBL3989750,GLUCOSAMINE SULFATE,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,0.0025,False,0.177,0.0003,0.0005,0.1032
3022,,CHEMBL1888176,TROSPIUM,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0.0025,False,0.2,0.0,0.0067,0.0866
3023,,CHEMBL1644029,POTASSIUM NITRATE,O=[N+]([O-])[O-].[K+],0.0025,False,0.2,0.0005,0.0313,0.001
3024,,CHEMBL2355456,IBUTILIDE FUMARATE,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,0.0025,False,0.227,0.0002,0.0566,0.0016
3025,,CHEMBL1200839,DIATRIZOATE MEGLUMINE,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0025,False,0.186,0.0012,0.0004,0.0315
3026,,CHEMBL1355736,THEOPHYLLINE,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,0.0024,False,0.25,0.1081,0.0099,0.0
3027,,CHEMBL15891,LINDANE,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,0.0024,False,0.071,0.0109,0.0,0.0401
3028,,CHEMBL3084748,TROSPIUM CHLORIDE,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],0.0024,False,0.197,0.0,0.0091,0.0627
3029,,CHEMBL1521,ZALEPLON,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.0024,False,0.281,0.002,0.0223,0.0003
3030,,CHEMBL1201317,TRICLOFOS,O=P(O)(O)OCC(Cl)(Cl)Cl,0.0024,False,0.129,0.0012,0.0032,0.0034
3031,,CHEMBL1162,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.0024,False,0.174,0.0,0.0021,0.1639
3032,,CHEMBL1201202,FONDAPARINUX,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,0.0024,False,0.161,0.0002,0.0006,0.127
3033,,CHEMBL1200980,ESTROPIPATE,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,0.0024,False,0.205,1e-04,0.0003,0.7136
3034,,CHEMBL1200624,ETHYNODIOL DIACETATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.0024,False,0.167,0.0,0.01,0.0805
3035,,CHEMBL1201173,MEDRYSONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.0024,False,0.181,0.0,0.0028,0.628
3036,,CHEMBL1551,URSODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0024,False,0.187,0.0,0.0015,0.7385
3037,,CHEMBL2107825,TENOFOVIR ALAFENAMIDE,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,0.0024,False,0.293,0.003,0.0046,0.001
3038,,CHEMBL3989855,PSEUDOEPHEDRINE SULFATE,CN[C@@H](C)[C@@H](O)c1ccccc1.CN[C@@H](C)[C@@H](O)c1ccccc1.O=S(=O)(O)O,0.0024,False,0.25,0.0012,0.0461,0.0002
3039,,CHEMBL1006,AMIFOSTINE,NCCCNCCSP(=O)(O)O,0.0023,False,0.188,0.0041,0.0038,0.0007
3040,,CHEMBL455917,CHLORAL HYDRATE,OC(O)C(Cl)(Cl)Cl,0.0023,False,0.092,0.0078,0.0002,0.0099
3041,,CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0023,False,0.187,0.0,0.0012,0.6834
3042,,CHEMBL1201049,ECONAZOLE NITRATE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,0.0023,False,0.278,0.0034,0.0224,1e-04
3043,,CHEMBL5314365,MONENSIN SODIUM,CC[C@@]1([C@H]2O[C@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@H]2C)CC[C@H]([C@@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@H](C)[C@H](OC)[C@@H](C)C(=O)[O-])O3)O2)O1.[Na+],0.0023,False,0.126,0.0,0.0268,0.3436
3044,,CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,0.0023,False,0.28,1e-04,1e-04,0.9946
3045,,CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,0.0022,False,0.253,0.002,0.0115,0.0004
3046,,CHEMBL1200353,MEGLUMINE METRIZOATE,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0022,False,0.165,0.0018,0.0003,0.0212
3047,,CHEMBL3989698,TRANYLCYPROMINE SULFATE,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O,0.0022,False,0.25,0.0006,0.0047,0.004
3048,,CHEMBL1909282,FENCLOZIC ACID,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,0.0022,False,0.383,0.0016,0.0121,0.0006
3049,,CHEMBL565,CLOFIBRATE,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0.0022,False,0.276,0.0022,0.0244,0.0002
3050,,CHEMBL389621,HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.0022,False,0.167,0.0,0.0079,0.1141
3051,,CHEMBL14,CARBACHOL,C[N+](C)(C)CCOC(N)=O.[Cl-],0.0022,False,0.148,0.0004,0.0094,0.0028
3052,,CHEMBL3544971,DEXTROAMPHETAMINE SULFATE,C[C@H](N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.O=S(=O)(O)O,0.0022,False,0.264,0.0007,0.0246,0.0006
3053,,CHEMBL1201151,MESTRANOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,0.0022,False,0.292,0.0,0.0004,0.902
3054,,CHEMBL16080,TRICHLOROETHANE,CC(Cl)(Cl)Cl,0.0021,False,0.104,0.005,0.0002,0.0073
3055,,CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,CC1OC2(CS1)CN1CCC2CC1.Cl.O,0.0021,False,0.134,0.0,0.0166,0.5633
3056,,CHEMBL965,CARBAMOYLCHOLINE,C[N+](C)(C)CCOC(N)=O,0.0021,False,0.148,0.0002,0.0096,0.0047
3057,,CHEMBL1201131,PIPERONYL BUTOXIDE,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0.0021,False,0.196,0.009,0.0,0.9999
3058,,CHEMBL1245,TRIMETHAPHAN CAMSYLATE,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,0.0021,False,0.213,0.0,0.0621,0.0217
3059,,CHEMBL2145077,IVABRADINE HYDROCHLORIDE,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,0.0021,False,0.229,0.0005,0.0,1.0
3060,,CHEMBL1562610,MECLOFENAMATE SODIUM,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],0.0021,False,0.283,0.0131,0.0076,1e-04
3061,526.0,CHEMBL1200806,NAPROXEN SODIUM,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],0.0021,True,0.395,0.0006,0.0696,0.0002
3062,,CHEMBL2107560,"SODIUM PHOSPHATE, DIBASIC",O.O.O=P([O-])([O-])O.[Na+].[Na+],0.002,False,0.105,0.0012,0.0253,0.0003
3063,,CHEMBL563,FLURBIPROFEN,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.002,False,0.266,0.0047,0.039,0.0
3064,,CHEMBL110458,MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,0.002,False,0.122,0.0002,0.0,0.878
3065,,CHEMBL1200521,ALMOTRIPTAN MALATE,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,0.002,False,0.263,0.0003,0.0149,0.0023
3066,,CHEMBL2107525,SODIUM PHOSPHATE P 32,O=[32P]([O-])([O-])O.[Na+].[Na+],0.002,False,0.103,0.0011,0.0238,0.0003
3067,,CHEMBL501,AMPHETAMINE SULFATE,CC(N)Cc1ccccc1.O=S(=O)(O)O,0.002,False,0.264,0.001,0.0288,0.0003
3068,,CHEMBL471737,IVABRADINE,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,0.002,False,0.232,0.0004,0.0,1.0
3069,,CHEMBL1060,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",O=P([O-])([O-])O.[Na+].[Na+],0.002,False,0.103,0.0011,0.0238,0.0003
3070,,CHEMBL11662,OZAGREL,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0.002,False,0.262,1e-04,0.0546,0.0017
3071,,CHEMBL1234886,OXYGEN,O=O,0.002,False,0.045,0.0006,0.0181,0.0007
3072,,CHEMBL847,OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0.0019,False,0.266,0.0002,0.0,0.9954
3073,,CHEMBL2103774,TIBOLONE,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0.0019,False,0.16,0.0,0.0019,0.2051
3074,527.0,CHEMBL2095209,ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,0.0019,True,0.302,0.0,0.0139,0.0977
3075,,CHEMBL1540,PENCICLOVIR,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,0.0019,False,0.215,0.0292,0.0009,0.0003
3076,,CHEMBL1201216,DAPIPRAZOLE,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,0.0019,False,0.284,1e-04,1e-04,0.9941
3077,,CHEMBL1201172,IODAMIDE MEGLUMINE,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0019,False,0.195,0.0016,0.0003,0.0131
3078,,CHEMBL103,PROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0019,False,0.169,0.0,0.0026,0.411
3079,,CHEMBL1201048,DROMOSTANOLONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,0.0019,False,0.178,0.0,0.0017,0.6801
3080,,CHEMBL1509,DROSPIRENONE,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,0.0019,False,0.149,0.0,0.0255,0.2765
3081,,CHEMBL1747,TOBRAMYCIN,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,0.0019,False,0.161,0.0002,0.0,0.996
3082,,CHEMBL494753,ESTRONE SULFURIC ACID,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,0.0019,False,0.221,1e-04,0.0002,0.7894
3083,,CHEMBL457,GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.0019,False,0.266,1e-04,0.0377,0.0015
3084,,CHEMBL1200365,AMINOHIPPURATE SODIUM,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+],0.0018,False,0.271,1e-04,0.0772,0.001
3085,528.0,CHEMBL1700,SOTALOL HYDROCHLORIDE,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,0.0018,True,0.305,1e-04,0.0393,0.0018
3086,,CHEMBL771,CYCLOSERINE,N[C@@H]1CONC1=O,0.0018,False,0.163,0.004,0.0,0.9943
3087,529.0,CHEMBL348000,CINCHOPHEN,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,0.0018,True,0.341,0.0037,0.0185,1e-04
3088,,CHEMBL1200549,RAPACURONIUM BROMIDE,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-],0.0018,False,0.148,0.0,0.0092,0.6162
3089,530.0,CHEMBL471,SOTALOL,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0.0018,True,0.31,1e-04,0.038,0.0019
3090,,CHEMBL1587,POLYTHIAZIDE,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0.0018,False,0.2,0.0007,0.0013,0.0064
3091,,CHEMBL1768,BETHANECHOL CHLORIDE,CC(C[N+](C)(C)C)OC(N)=O.[Cl-],0.0018,False,0.161,0.0005,0.012,0.0011
3092,,CHEMBL3137329,PEFICITINIB HYDROBROMIDE,Br.NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,0.0018,False,0.28,0.0,0.0009,0.3837
3093,,CHEMBL1201104,METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,0.0018,False,0.299,0.0,0.0162,0.0285
3094,,CHEMBL1200925,"POTASSIUM PHOSPHATE, MONOBASIC",O=P([O-])(O)O.[K+],0.0017,False,0.103,0.0007,0.0398,0.0002
