rank,molecule_chembl_id,pref_name,smiles,PS,P_ABL1,P_c-KIT,P_PDGFRB,rank_ABL1,rank_c-KIT,rank_PDGFRB
623,CHEMBL2104415,MOXIDECTIN,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,0.22274965772938404,0.015949488,0.7556571,0.91702175,1365,286,630
624,CHEMBL1201748,CABAZITAXEL,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,0.2225698801297486,0.02764029,0.8298831,0.4806618,1177,201,1425
625,CHEMBL58,MITOXANTRONE,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0.22221697751379788,0.07023329,0.355415,0.43959525,848,914,1496
626,CHEMBL1200843,METHYLERGONOVINE MALEATE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,0.22212711731588466,0.04367313,0.27610403,0.90890324,1031,1124,660
627,CHEMBL1200855,TICARCILLIN DISODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],0.22210963263107578,0.04847651,0.2770495,0.8158559,989,1122,887
628,CHEMBL1711280,DOTHIEPIN HYDROCHLORIDE,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21.Cl,0.22120007834970318,0.2336051,0.26921695,0.17209612,453,1147,2060
629,CHEMBL4298153,NIROGACESTAT HYDROBROMIDE,Br.Br.CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,0.22052133511623745,0.7807823,0.15994513,0.08587187,131,1541,2397
630,CHEMBL1200523,CEFAZOLIN SODIUM,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+],0.22036572013992323,0.052650124,0.65184057,0.31181094,960,411,1732
631,CHEMBL3989830,SIBUTRAMINE HYDROCHLORIDE,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl.O,0.21937494418851197,0.015214676,0.78683037,0.88189584,1380,248,729
632,CHEMBL1767408,DIQUAFOSOL TETRASODIUM,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+].[Na+].[Na+].[Na+],0.21888803822890773,0.15504232,0.11159542,0.6061351,541,1766,1233
633,CHEMBL1779710,EVOGLIPTIN,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,0.21854790453001416,0.090489484,0.26545092,0.43456784,734,1159,1508
634,CHEMBL1697760,MUZOLIMINE,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,0.21819959187441096,0.7620551,0.02383728,0.5718982,141,2507,1288
635,CHEMBL1256137,CYSTEAMINE HYDROCHLORIDE,Cl.NCCS,0.2181660505610836,0.353931,0.14009684,0.20941825,335,1626,1957
636,CHEMBL1200941,THIAMINE HYDROCHLORIDE,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],0.218088967352966,0.7925587,0.45866206,0.028534928,118,705,2684
637,CHEMBL4594248,CALCITONIN HUMAN,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(N)=O)C(C)C,0.2179086039628368,0.018911038,0.55230147,0.9906758,1310,567,205
638,CHEMBL1200370,BENZOYL PEROXIDE,O=C(OOC(=O)c1ccccc1)c1ccccc1,0.2165594529506865,0.047172926,0.8678554,0.24807969,999,158,1858
639,CHEMBL500576,TEMOPORFIN,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,0.2164989471906731,0.12907904,0.07961114,0.9875016,588,1949,247
640,CHEMBL3301612,ENCORAFENIB,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,0.216261119279512,0.15646084,0.19573504,0.3302639,536,1399,1691
641,CHEMBL340978,BENOXAPROFEN,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,0.2161235948641986,0.07416903,0.415281,0.32774934,832,779,1696
642,CHEMBL2104993,VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,0.21518408251140247,0.09880063,0.14709513,0.68560255,699,1605,1110
643,CHEMBL1316,CARPROFEN,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0.2150623514649732,0.24149753,0.42058685,0.09793204,444,766,2347
644,CHEMBL1195,PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,0.21489532013848184,0.02499347,0.5319145,0.74647033,1207,592,1024
645,CHEMBL1255800,FIDAXOMICIN,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,0.21486932846841444,0.09091681,0.27078038,0.40295988,728,1143,1560
646,CHEMBL28218,BROMPERIDOL,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,0.21457357465170196,0.07662093,0.24015218,0.5369017,813,1230,1340
647,CHEMBL1697841,ISOMETHEPTENE,CNC(C)CCC=C(C)C,0.21425670156801746,0.090243,0.11451852,0.95173055,735,1753,500
648,CHEMBL4559134,SELPERCATINIB,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,0.21410501203449503,0.10951534,0.5527229,0.16214298,653,565,2092
649,CHEMBL1082,AMOXICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.2139951134955989,0.029335849,0.70791006,0.4718835,1159,352,1446
650,CHEMBL926,DOBUTAMINE,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0.2138817719169299,0.020407453,0.76437545,0.62722844,1280,271,1207
651,CHEMBL1200822,FLECAINIDE ACETATE,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0.21385190674983243,0.10822335,0.36448595,0.24793491,662,887,1860
652,CHEMBL1296,CEFOTIAM,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0.2130191654195277,0.025958778,0.53390217,0.69744515,1195,590,1096
653,CHEMBL4650226,ACORAMIDIS HYDROCHLORIDE,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F.Cl,0.2121781115166495,0.30861825,0.15677655,0.1974236,377,1549,1993
654,CHEMBL1201235,METHYLHOMATROPINE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,0.21208280345084538,0.1827737,0.078901604,0.6614801,505,1953,1151
655,CHEMBL161,CEFTRIAXONE,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,0.21189643939279287,0.09998197,0.5844718,0.16281173,693,510,2091
656,CHEMBL3989509,PENTAZOCINE LACTATE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.CC(O)C(=O)O,0.210873662395251,0.01089418,0.980068,0.87824607,1497,39,747
657,CHEMBL1590,PSEUDOEPHEDRINE,CN[C@@H](C)[C@@H](O)c1ccccc1,0.21061664330346413,0.07704531,0.1700572,0.71307766,811,1501,1080
658,CHEMBL267894,AMOBARBITAL,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0.2104937828408411,0.023971828,0.89490616,0.43474957,1221,129,1505
659,CHEMBL1398126,AMILORIDE HYDROCHLORIDE,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,0.21048896455287425,0.1427817,0.47000158,0.13896842,565,686,2185
660,CHEMBL891,CLOXACILLIN,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.21038191274180204,0.11703483,0.6470778,0.122957096,618,419,2251
661,CHEMBL4594287,ENSIFENTRINE,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2,0.21028751985200497,0.20725119,0.04493641,0.9984931,479,2218,67
662,CHEMBL1200768,CEFTAZIDIME SODIUM,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+],0.21022925920777402,0.12294194,0.8112027,0.09316441,602,221,2363
663,CHEMBL1201066,VENLAFAXINE HYDROCHLORIDE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,0.2100403019776379,0.019363081,0.4953114,0.96617335,1299,642,440
664,CHEMBL1588,THIAMINE,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-],0.2100295968785104,0.77086645,0.4198899,0.028623778,138,769,2683
665,CHEMBL1146,CEFAMANDOLE,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,0.20980739837558474,0.067036375,0.8169043,0.1686478,869,216,2073
666,CHEMBL1201218,CEFAMANDOLE NAFATE FREE BASE,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,0.20968283373752533,0.06426358,0.81700027,0.1755907,883,215,2049
667,CHEMBL1200338,PINACIDIL,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O,0.2094473878038894,0.013799115,0.8622938,0.77217954,1409,167,977
668,CHEMBL1770916,NIROGACESTAT,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,0.20922981361359386,0.7706443,0.14896026,0.07978961,139,1599,2419
669,CHEMBL1200799,TRAVOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,0.20914770150719755,0.16610906,0.084627666,0.6508091,520,1911,1167
670,CHEMBL1489,AZACITIDINE,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.2088471877735704,0.18272626,0.2627411,0.18973914,506,1168,2012
671,CHEMBL3940890,ACORAMIDIS,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,0.2086938565976032,0.2997943,0.15515259,0.19540992,389,1563,1999
672,CHEMBL1200511,GONADORELIN ACETATE,CC(=O)O.CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.20842186921413663,0.011116025,0.8204962,0.9926676,1488,212,171
673,CHEMBL4297147,HALOPERIDOL LACTATE,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.20823097680933333,0.011376448,0.817309,0.9710533,1481,214,406
674,CHEMBL416956,MEFLOQUINE,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0.20761672269938677,0.08365173,0.1775949,0.6023953,770,1471,1240
675,CHEMBL1467,ALLOPURINOL,Oc1ncnc2[nH]ncc12,0.20734048389809795,0.13960324,0.281009,0.22721481,570,1111,1907
676,CHEMBL1668,RESCINNAMINE,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.2070512466705256,0.035818197,0.43223703,0.5733342,1092,744,1285
677,CHEMBL829,METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,0.20648087518033123,0.12502429,0.07151625,0.9845558,598,2010,280
678,CHEMBL1200671,NAFARELIN ACETATE,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.2063113039332903,0.011072704,0.7998128,0.9915786,1490,225,191
679,CHEMBL1449,TICARCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,0.2056419342730159,0.03925316,0.28040975,0.79007316,1067,1113,936
680,CHEMBL2105345,PROPANIDID,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,0.20513787755739338,0.012242913,0.76158804,0.9258332,1457,277,603
681,CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.20488990667932228,0.11637542,0.8122493,0.09099365,622,220,2374
682,CHEMBL2107360,PALIPERIDONE PALMITATE,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,0.20478277148480478,0.04535088,0.20355482,0.9302787,1014,1366,580
683,CHEMBL1200501,GOSERELIN ACETATE,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,0.20420790491944837,0.011116795,0.7794887,0.9827163,1487,261,299
684,CHEMBL1084172,VILANTEROL TRIFENATATE,O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,0.2040372824255154,0.06293382,0.32984504,0.40919903,888,989,1554
685,CHEMBL1097279,CANGRELOR TETRASODIUM,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],0.20359407141407718,0.028272929,0.31814095,0.9382206,1168,1012,553
686,CHEMBL1692,IMIPRAMINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,0.20310681092552751,0.0731114,0.11959959,0.9582057,836,1720,477
687,CHEMBL1201005,CEFONICID SODIUM,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12.[Na+].[Na+],0.20271286293968271,0.06512322,0.5581597,0.2291657,876,552,1901
688,CHEMBL5315121,TECOVIRIMAT MONOHYDRATE,O.O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,0.2020557131330801,0.03126192,0.3717675,0.70978415,1137,867,1087
689,CHEMBL3183193,CEFMENOXIME HYDROCHLORIDE,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,0.20181776620883143,0.06224148,0.60559636,0.2180796,894,482,1936
690,CHEMBL407,FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.20056606413185704,0.09058956,0.45292506,0.1966382,732,711,1997
691,CHEMBL420,GUANABENZ,N=C(N)N/N=C/c1c(Cl)cccc1Cl,0.20036548545070093,0.24107166,0.53471637,0.06240209,445,589,2505
692,CHEMBL4802130,BELUMOSUDIL MESYLATE,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1.CS(=O)(=O)O,0.2002820750008476,0.100904375,0.3848724,0.20687091,684,843,1965
693,CHEMBL2105458,THENALIDINE,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,0.19996631771457793,0.5573602,0.01549851,0.92564535,216,2666,605
694,CHEMBL3989403,ZOMEPIRAC SODIUM,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.O.O.[Na+],0.1997245203480358,0.09386582,0.41191676,0.20605221,714,792,1966
695,CHEMBL1201224,CEFMENOXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0.19971548106202774,0.05948614,0.600516,0.22299483,914,492,1918
696,CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+],0.1996347051550807,0.09852152,0.16095544,0.5017315,702,1533,1387
697,CHEMBL1208646,THEOPHYLLINE GLYCINATE,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)O,0.1994624321576474,0.26828077,0.22082822,0.1339489,416,1299,2204
698,CHEMBL1547,THIAMINE ION,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.19934970387175557,0.7975795,0.38706875,0.025661655,116,837,2697
699,CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,0.19886988592935856,0.091521144,0.09064776,0.9480441,723,1869,512
700,CHEMBL3311228,OTESECONAZOLE,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,0.19866670331033234,0.081346534,0.21967666,0.4387855,785,1301,1499
701,CHEMBL1179047,CHLOROPROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,0.19834349339435398,0.28289154,0.4915994,0.05610771,408,647,2541
702,CHEMBL1174,EPTIFIBATIDE,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,0.1982731126037371,0.033544656,0.26606396,0.87333745,1118,1156,762
703,CHEMBL1200514,DEMECARIUM BROMIDE,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-].[Br-],0.1978066621168934,0.11536449,0.36887258,0.18187551,628,873,2033
704,CHEMBL657,DIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccccc1,0.196637355710306,0.06646051,0.12262572,0.9329381,873,1707,571
705,CHEMBL54349,ALPIDEM,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,0.19656215342088662,0.11335032,0.06844275,0.9789252,634,2034,334
706,CHEMBL180022,NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.19636967922984044,0.7834238,0.2986294,0.03236637,126,1060,2663
707,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.19625574903985474,0.11209259,0.30634215,0.22013216,641,1046,1932
708,CHEMBL107,COLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,0.19565291961864717,0.056160588,0.13851313,0.9628007,935,1634,460
709,CHEMBL1642,IMATINIB MESYLATE,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.19528212225537647,0.032482885,0.79464644,0.2885087,1128,236,1779
710,CHEMBL1323,DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,0.19520004970387075,0.02564521,0.2935305,0.9880531,1200,1074,240
711,CHEMBL1257073,TECOVIRIMAT,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,0.19497061170656177,0.029449465,0.34663975,0.72602516,1157,935,1059
712,CHEMBL1435,CEFAZOLIN,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,0.19495790826219225,0.040316094,0.5998612,0.30640322,1056,495,1742
713,CHEMBL1319362,HOMATROPINE HYDROBROMIDE,Br.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,0.19461460252804902,0.14695385,0.05759258,0.87092096,556,2117,766
714,CHEMBL1159,PINACIDIL ANHYDROUS,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,0.19393372410625323,0.010712389,0.86548406,0.78671,1506,165,941
715,CHEMBL2111030,PROTHIPENDYL,CN(C)CCCN1c2ccccc2Sc2cccnc21,0.19377461534488427,0.09180786,0.08133208,0.9744261,722,1935,379
716,CHEMBL428647,PACLITAXEL,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0.19343045605242906,0.025408195,0.799762,0.35615575,1204,227,1637
717,CHEMBL1201198,PEMIROLAST,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,0.19325078251699382,0.04595031,0.36278132,0.43294275,1009,893,1514
718,CHEMBL969,PRAZEPAM,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0.19312420912865355,0.054329064,0.17406027,0.76168996,948,1486,997
719,CHEMBL944,CHLOROPROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl,0.19300908065968664,0.28275833,0.49092022,0.05179727,409,648,2563
720,CHEMBL1200819,ARTICAINE HYDROCHLORIDE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl,0.1928001369136612,0.11179578,0.08646359,0.7414184,643,1896,1034
721,CHEMBL1696,DESIPRAMINE HYDROCHLORIDE,CNCCCN1c2ccccc2CCc2ccccc21.Cl,0.19276552772557237,0.055604715,0.13849545,0.93012434,939,1635,582
722,CHEMBL1620,DIPHENHYDRAMINE HYDROCHLORIDE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,0.1921621119534379,0.05679058,0.13811803,0.90464175,931,1638,671
723,CHEMBL193240,ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.19194900520670793,0.7598015,0.24775715,0.037569143,142,1208,2629
724,CHEMBL74632,MOXALACTAM,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,0.19180740817448266,0.034674414,0.9238687,0.22028084,1106,108,1931
725,CHEMBL1200952,METHAMPHETAMINE HYDROCHLORIDE,CN[C@@H](C)Cc1ccccc1.Cl,0.1915140865460296,0.07845364,0.12349251,0.7250173,804,1702,1060
726,CHEMBL991,STAVUDINE,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,0.19144686276095838,0.08165837,0.08800785,0.97638845,781,1887,362
727,CHEMBL3545252,DOCETAXEL,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,0.19135824310682079,0.02340411,0.7978619,0.37525088,1229,231,1611
728,CHEMBL1200705,HYDROXYAMPHETAMINE HYDROBROMIDE,Br.CC(N)Cc1ccc(O)cc1,0.19082104780293374,0.014540415,0.57585806,0.8298249,1392,525,854
729,CHEMBL3707246,OZANIMOD HYDROCHLORIDE,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N.Cl,0.1904641861207368,0.10624826,0.4385959,0.14827009,667,733,2145
730,CHEMBL1655,TOREMIFENE,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,0.1894958205211384,0.0093691,0.7323286,0.99173355,1556,316,189
731,CHEMBL1201019,CEFTIZOXIME SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1.[Na+],0.18926354889741473,0.07734105,0.6042524,0.1450683,810,488,2156
