rank,molecule_chembl_id,pref_name,smiles,PS,P_ABL1,P_c-KIT,P_PDGFRB,rank_ABL1,rank_c-KIT,rank_PDGFRB
3000,CHEMBL49,BUSPIRONE,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.0028990711844295363,1.7666749e-05,0.0036979932,0.372953,3256,3004,1615
3001,CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,0.0028988398745904394,0.0018032874,0.005872166,0.002300432,2165,2923,3024
3002,CHEMBL256105,MONENSIN,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,0.0028923812030530833,2.2851086e-06,0.021984262,0.48166785,3345,2537,1422
3003,CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,0.0028778361592647307,0.00026594766,0.000111762376,0.8018744,2756,3289,911
3004,CHEMBL521,IBUPROFEN,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.0028281589326572642,0.00031356025,0.0528025,0.0013662681,2716,2149,3075
3005,CHEMBL2106119,CALCIUM GLUCONATE,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],0.002794229958540763,0.00021701801,0.043644883,0.0023033372,2821,2239,3023
3006,CHEMBL1387,NORETHYNODREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0.0027345113081434476,2.8424756e-05,0.0032577654,0.22081198,3208,3019,1928
3007,CHEMBL238804,SELEXIPAG,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,0.002701617779120605,0.0024113124,0.0068702493,0.001190271,2066,2880,3087
3008,CHEMBL254328,ABIRATERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0.002698348214143448,1.8915765e-05,0.0016537807,0.62804705,3252,3119,1202
3009,CHEMBL529,AZITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0.0026935359851094666,2.6912521e-05,0.0012330796,0.5888744,3220,3148,1256
3010,CHEMBL204656,ELVITEGRAVIR,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,0.002683078755597857,0.0041505657,0.0005104997,0.009115855,1847,3216,2860
3011,CHEMBL717,MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.002678038215249579,1.6409615e-05,0.015440151,0.07580543,3262,2668,2442
3012,CHEMBL741,LAMOTRIGINE,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,0.0026570296776250654,0.0073671117,0.005090669,0.00050016923,1637,2956,3166
3013,CHEMBL48449,CANTHARIDIN,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,0.0026337747020880337,1.8994592e-07,0.09591453,0.19048096,3372,1842,2010
3014,CHEMBL28318,PROPYPHENAZONE,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,0.002623571535422909,0.005480901,0.01763587,0.00018682281,1739,2627,3238
3015,CHEMBL1200592,DESOXYCORTICOSTERONE PIVALATE,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.002607532172874716,2.9166626e-05,0.0042381748,0.14342476,3205,2982,2162
3016,CHEMBL1189679,PALONOSETRON,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,0.002601808711849325,2.8086855e-05,0.008181957,0.07664177,3213,2838,2436
3017,CHEMBL3989520,HISTAMINE PHOSPHATE,NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O,0.0025765599185882653,0.0013770997,0.052684095,0.00023576304,2268,2151,3228
3018,CHEMBL1201039,BENZTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,0.0025610781444487868,0.0058032256,0.0010864835,0.0026642568,1714,3156,3010
3019,CHEMBL1234579,NITROUS OXIDE,[N-]=[N+]=O,0.002525060002718448,0.0010086414,0.02393426,0.0006668961,2364,2502,3135
3020,CHEMBL1200839,DIATRIZOATE MEGLUMINE,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0024805121503451515,0.0012258091,0.00039559556,0.031473845,2299,3232,2670
3021,CHEMBL1888176,TROSPIUM,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0.0024803221210325703,2.6212132e-05,0.006723196,0.086585656,3223,2887,2393
3022,CHEMBL3989750,GLUCOSAMINE SULFATE,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,0.0024799951233433035,0.0002909481,0.00050778175,0.1032428,2741,3217,2321
3023,CHEMBL1644029,POTASSIUM NITRATE,O=[N+]([O-])[O-].[K+],0.0024789497690459643,0.0004908347,0.031314164,0.0009911224,2593,2397,3102
3024,CHEMBL1549,HYDROCORTISONE CYPIONATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,0.002472194284787735,8.585713e-06,0.009667801,0.18203036,3298,2799,2031
3025,CHEMBL2355456,IBUTILIDE FUMARATE,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,0.0024564537331682548,0.0001627552,0.05660606,0.0016088969,2900,2123,3058
3026,CHEMBL15891,LINDANE,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,0.002436134671204938,0.010854918,3.3254226e-05,0.040052585,1500,3340,2616
3027,CHEMBL3084748,TROSPIUM CHLORIDE,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],0.0024310342250146687,2.5315549e-05,0.00905473,0.06267735,3228,2821,2504
3028,CHEMBL2107825,TENOFOVIR ALAFENAMIDE,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,0.0024270210804908463,0.0030378525,0.004640641,0.0010140892,1979,2973,3101
3029,CHEMBL1521,ZALEPLON,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.0024221348961307194,0.0019997386,0.022270102,0.00031908005,2136,2535,3204
3030,CHEMBL1200980,ESTROPIPATE,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,0.002411935721203637,6.75031e-05,0.00029128478,0.7136019,3073,3250,1079
3031,CHEMBL3989855,PSEUDOEPHEDRINE SULFATE,CN[C@@H](C)[C@@H](O)c1ccccc1.CN[C@@H](C)[C@@H](O)c1ccccc1.O=S(=O)(O)O,0.002407550401756089,0.0012217852,0.04609539,0.00024778437,2300,2214,3225
3032,CHEMBL1355736,THEOPHYLLINE,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,0.0023996055378090325,0.108104974,0.009853289,1.2971576e-05,663,2798,3372
3033,CHEMBL1551,URSODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.002389411384979545,1.1921782e-05,0.0015494492,0.7385061,3285,3123,1040
3034,CHEMBL1201173,MEDRYSONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.0023704946928346927,7.502375e-06,0.0028274353,0.6279508,3305,3038,1204
3035,CHEMBL1201202,FONDAPARINUX,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,0.0023697834860329785,0.00017311508,0.0006054752,0.12696816,2886,3205,2233
3036,CHEMBL1201317,TRICLOFOS,O=P(O)(O)OCC(Cl)(Cl)Cl,0.002369509288364275,0.0011934516,0.0032326046,0.0034484006,2312,3022,2980
3037,CHEMBL1200624,ETHYNODIOL DIACETATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.0023637663503451463,1.6400212e-05,0.010002416,0.080511734,3263,2794,2418
3038,CHEMBL1162,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.0023584159097101323,3.8825816e-05,0.0020617102,0.16387513,3166,3085,2088
3039,CHEMBL455917,CHLORAL HYDRATE,OC(O)C(Cl)(Cl)Cl,0.0023369228777433866,0.007757504,0.00016597389,0.009912228,1614,3281,2841
3040,CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0023036854969565204,1.4522689e-05,0.0012317935,0.68341506,3269,3149,1114
3041,CHEMBL5314365,MONENSIN SODIUM,CC[C@@]1([C@H]2O[C@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@H]2C)CC[C@H]([C@@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@H](C)[C@H](OC)[C@@H](C)C(=O)[O-])O3)O2)O1.[Na+],0.002296492350769456,1.3130363e-06,0.02684892,0.3435511,3355,2456,1661
3042,CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,0.0022635199210392937,9.366762e-05,0.0001244803,0.9946332,3004,3284,135
3043,CHEMBL1006,AMIFOSTINE,NCCCNCCSP(=O)(O)O,0.0022581186821735684,0.004084996,0.0038199227,0.0007378939,1857,2998,3123
3044,CHEMBL1201049,ECONAZOLE NITRATE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,0.0022524310798230007,0.0034364099,0.022367895,0.0001486704,1929,2533,3260
3045,CHEMBL565,CLOFIBRATE,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0.0022353087624464555,0.002204126,0.024421012,0.00020749735,2101,2497,3233
3046,CHEMBL1909282,FENCLOZIC ACID,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,0.0022194213731054017,0.001616593,0.01205805,0.0005608433,2215,2738,3157
3047,CHEMBL1200353,MEGLUMINE METRIZOATE,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0022163660419192532,0.0017527863,0.0002927096,0.021220643,2178,3249,2723
3048,CHEMBL3989698,TRANYLCYPROMINE SULFATE,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O,0.0022117517317156794,0.00057679974,0.004677767,0.0040100096,2541,2971,2958
3049,CHEMBL389621,HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.0022085509161543335,1.20070135e-05,0.007859848,0.11414928,3284,2853,2287
3050,CHEMBL14,CARBACHOL,C[N+](C)(C)CCOC(N)=O.[Cl-],0.0021993163428896483,0.0003972101,0.009402676,0.0028483367,2655,2810,2999
3051,CHEMBL3544971,DEXTROAMPHETAMINE SULFATE,C[C@H](N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.O=S(=O)(O)O,0.002186931752722733,0.0006853218,0.024557816,0.0006214719,2490,2494,3145
3052,CHEMBL1201151,MESTRANOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,0.002181584544948757,2.7328135e-05,0.00042121898,0.9019832,3217,3228,680
3053,CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,0.002162313312149182,0.001967504,0.011507206,0.00044655026,2140,2750,3178
3054,CHEMBL2145077,IVABRADINE HYDROCHLORIDE,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,0.002130679664945277,0.00046484492,2.0809168e-05,0.9999809,2611,3351,4
3055,CHEMBL1562610,MECLOFENAMATE SODIUM,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],0.0021218774345982787,0.01312673,0.00755303,9.635696e-05,1433,2863,3290
3056,CHEMBL1245,TRIMETHAPHAN CAMSYLATE,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,0.0021059241089832936,6.9336315e-06,0.062131252,0.021679895,3309,2076,2720
3057,CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,CC1OC2(CS1)CN1CCC2CC1.Cl.O,0.0021047758043305754,4.7177963e-07,0.01655192,0.56333816,3365,2647,1300
3058,CHEMBL1201131,PIPERONYL BUTOXIDE,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0.0020835535917309014,0.009045612,4.100085e-07,0.9999449,1567,3384,6
3059,CHEMBL965,CARBAMOYLCHOLINE,C[N+](C)(C)CCOC(N)=O,0.0020625258563916724,0.00019439212,0.009638535,0.004682834,2847,2801,2941
3060,CHEMBL1200806,NAPROXEN SODIUM,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],0.002058258492742719,0.000566876,0.06964473,0.00022086332,2543,2027,3232
3061,CHEMBL16080,TRICHLOROETHANE,CC(Cl)(Cl)Cl,0.002053730960891307,0.004980719,0.00023685714,0.007342632,1774,3260,2890
3062,CHEMBL1200521,ALMOTRIPTAN MALATE,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,0.002049392701443699,0.0002569474,0.0148514295,0.0022556044,2770,2684,3026
3063,CHEMBL2107525,SODIUM PHOSPHATE P 32,O=[32P]([O-])([O-])O.[Na+].[Na+],0.0020411352044352104,0.001071522,0.023847908,0.00033278504,2347,2506,3201
3064,CHEMBL1060,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",O=P([O-])([O-])O.[Na+].[Na+],0.002041135042220364,0.0010715215,0.023847913,0.00033278504,2348,2505,3201
3065,CHEMBL11662,OZAGREL,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0.002034708495743658,9.238438e-05,0.054604903,0.0016698462,3010,2137,3055
3066,CHEMBL110458,MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,0.0020204621520709086,0.00021540406,4.3612425e-05,0.87798727,2824,3331,749
3067,CHEMBL471737,IVABRADINE,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,0.0019968093784824724,0.00042111738,1.8906658e-05,0.9999813,2641,3354,3
3068,CHEMBL2107560,"SODIUM PHOSPHATE, DIBASIC",O.O.O=P([O-])([O-])O.[Na+].[Na+],0.001991849515858704,0.0012291395,0.025338707,0.00025373706,2297,2480,3223
3069,CHEMBL563,FLURBIPROFEN,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.0019728333556548482,0.004717738,0.039025262,4.1705334e-05,1795,2295,3341
3070,CHEMBL501,AMPHETAMINE SULFATE,CC(N)Cc1ccccc1.O=S(=O)(O)O,0.001958032672745135,0.0010332828,0.02883387,0.00025196344,2356,2430,3224
3071,CHEMBL1234886,OXYGEN,O=O,0.001957412507700719,0.00060198794,0.018128667,0.0006872163,2532,2616,3130
3072,CHEMBL1201048,DROMOSTANOLONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,0.0019456531303770422,6.2610266e-06,0.0017297948,0.68007433,3316,3112,1124
3073,CHEMBL494753,ESTRONE SULFURIC ACID,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,0.0019419194982559895,5.0196875e-05,0.00018481787,0.7893566,3136,3274,937
3074,CHEMBL2095209,ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,0.001941223681926385,5.396312e-06,0.01386936,0.097740255,3321,2706,2348
3075,CHEMBL847,OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0.001939427684856009,0.0002462169,2.976562e-05,0.99537754,2787,3346,122
3076,CHEMBL1509,DROSPIRENONE,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,0.0019179788754549463,6.3677516e-07,0.025517628,0.2764975,3362,2477,1803
3077,CHEMBL1540,PENCICLOVIR,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,0.0019170080071492998,0.029174685,0.00089372107,0.00027018637,1161,3174,3216
3078,CHEMBL1201172,IODAMIDE MEGLUMINE,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0019097249164462726,0.0016386963,0.00032340473,0.013142182,2208,3245,2796
3079,CHEMBL103,PROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.001901559861317209,6.50418e-06,0.002572091,0.41100883,3315,3053,1553
3080,CHEMBL1747,TOBRAMYCIN,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,0.0018891004243200202,0.00015440548,4.383629e-05,0.99602133,2915,3330,106
3081,CHEMBL457,GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.0018796183849938322,0.00012004235,0.03773611,0.0014659446,2958,2324,3062
3082,CHEMBL1201216,DAPIPRAZOLE,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,0.0018545255728537422,6.740326e-05,9.5186544e-05,0.99412775,3075,3295,149
3083,CHEMBL2103774,TIBOLONE,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0.0018502568749386111,1.6270616e-05,0.0018977562,0.20514065,3264,3100,1967
3084,CHEMBL1768,BETHANECHOL CHLORIDE,CC(C[N+](C)(C)C)OC(N)=O.[Cl-],0.0018360044061288424,0.00045743518,0.012000192,0.0011274661,2618,2741,3090
3085,CHEMBL771,CYCLOSERINE,N[C@@H]1CONC1=O,0.0018048688163308376,0.0040342323,1.4657141e-06,0.99432194,1862,3380,141
3086,CHEMBL1201104,METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,0.0017950292560094392,1.2534071e-05,0.01617478,0.02852883,3275,2654,2685
3087,CHEMBL3137329,PEFICITINIB HYDROBROMIDE,Br.NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,0.001789032154658619,1.6267248e-05,0.00091740786,0.3836877,3265,3171,1599
3088,CHEMBL1700,SOTALOL HYDROCHLORIDE,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,0.0017878189575183242,8.03009e-05,0.039267797,0.001812231,3043,2292,3046
3089,CHEMBL1200365,AMINOHIPPURATE SODIUM,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+],0.0017833660869333882,7.1079434e-05,0.07724451,0.001033023,3064,1965,3100
3090,CHEMBL1587,POLYTHIAZIDE,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0.0017831148187597186,0.00068448536,0.0013040769,0.0063514165,2491,3144,2914
3091,CHEMBL471,SOTALOL,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0.0017829682974322214,7.674416e-05,0.038000755,0.0019435384,3053,2313,3042
3092,CHEMBL348000,CINCHOPHEN,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,0.0017804995107437598,0.0036663641,0.018511124,8.316817e-05,1902,2603,3302
3093,CHEMBL1200549,RAPACURONIUM BROMIDE,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-],0.0017802448441477106,6.4587834e-07,0.009156423,0.61618835,3361,2819,1221
3094,CHEMBL1201150,SUMATRIPTAN SUCCINATE,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,0.0017244567673097612,0.00017330569,0.012577023,0.002352699,2885,2729,3022
3095,CHEMBL1201345,TETRADECYL SULFURIC ACID,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,0.0017220141195170692,0.00018206515,0.007673162,0.003655181,2869,2858,2970
3096,CHEMBL1200689,NITRIC OXIDE,[N]=O,0.0017201577466822743,0.0004991136,0.01484842,0.000686792,2586,2685,3131
3097,CHEMBL1356,SODIUM BENZOATE,O=C([O-])c1ccccc1.[Na+],0.0016962418156155833,0.002238673,0.038907874,5.6031888e-05,2091,2300,3325
3098,CHEMBL509,MECLOFENAMIC ACID,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,0.001675593690823226,0.0099017145,0.0078004096,6.0908576e-05,1535,2854,3317
3099,CHEMBL1200925,"POTASSIUM PHOSPHATE, MONOBASIC",O=P([O-])(O)O.[K+],0.0016711832472739302,0.0006574948,0.039751407,0.0001785777,2504,2288,3244
3100,CHEMBL1200321,SULFISOXAZOLE DIOLAMINE,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C.OCCNCCO,0.0016693713230781,0.00066176016,0.010812511,0.000650177,2500,2767,3140
3101,CHEMBL754,FOSCARNET SODIUM,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],0.001635857121100241,0.0004451454,0.009244504,0.0010637768,2623,2815,3098
3102,CHEMBL4802240,FOSCARBIDOPA,C[C@@](Cc1ccc(OP(=O)(O)O)c(O)c1)(NN)C(=O)O,0.0016355604737529894,0.0019642042,0.023429533,9.507133e-05,2142,2512,3293
3103,CHEMBL95889,BETAINE,C[N+](C)(C)CC(=O)O,0.0016224445423596136,0.00052281877,0.007657261,0.0010668046,2568,2859,3096
3104,CHEMBL957,BOSENTAN,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0.0015997683993433068,0.0008506074,0.005060827,0.00095108827,2427,2958,3105
3105,CHEMBL1200354,SODIUM TETRADECYL SULFATE,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.001599596263523342,0.0002466379,0.0068464256,0.002423859,2784,2882,3016
3106,CHEMBL1330792,ACETARSONE,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,0.0015982597268238876,0.00070957467,0.00184362,0.0031208482,2483,3105,2989
3107,CHEMBL1200389,BRIMONIDINE TARTRATE,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.0015936031746907656,0.001607364,0.018238116,0.00013805319,2217,2609,3266
3108,CHEMBL1201352,RAPACURONIUM,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,0.0015918486388772062,3.536069e-07,0.008974281,0.4494751,3366,2822,1483
3109,CHEMBL1200814,ACETAZOLAMIDE SODIUM,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+],0.0015918174231458737,0.0006999466,0.0015016284,0.003837533,2487,3127,2962
3110,CHEMBL1544,LIOTHYRONINE,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.00156755735763196,0.0010127183,0.0007600856,0.005004022,2361,3190,2934
3111,CHEMBL1626570,HEXOCYCLIUM METHYLSULFATE,COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,0.0015651312066777385,3.511231e-05,0.0055473545,0.019683713,3185,2938,2731
3112,CHEMBL3989754,FLURBIPROFEN SODIUM,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],0.00156341972858629,0.0036780355,0.035633445,2.91577e-05,1900,2350,3353
3113,CHEMBL898,DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0.001553345751352205,0.0015303021,0.009449367,0.00025919382,2228,2807,3222
3114,CHEMBL75880,PERHEXILINE,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,0.001538935944580924,1.2900469e-05,0.00060569955,0.466443,3273,3204,1456
3115,CHEMBL2079793,PENCICLOVIR SODIUM,Nc1nc([O-])c2ncn(CCC(CO)CO)c2n1.[Na+],0.0015386184465105437,0.02052913,0.0007252673,0.00024463833,1278,3194,3226
3116,CHEMBL1482,BETHANECHOL,CC(C[N+](C)(C)C)OC(N)=O,0.001526948655378069,0.00021703413,0.010979873,0.0014939919,2820,2760,3061
